injury_id,Date,Team,Acquired,Relinquished,Notes,player_name,player_id,body_region
2516,1997-04-03,Pacers,,LaSalle Thompson,placed on IL with sprained left big toe,LaSalle Thompson,78.0,toe
2517,1997-04-03,Pacers,Derrick McKey,,activated from IL,Derrick McKey,365.0,
2518,1997-04-04,Kings,,Duane Causwell,placed on IL with strained left calf,Duane Causwell,190.0,calf
2519,1997-04-04,Kings,Kevin Salvadori,,activated from IL,Kevin Salvadori,1089.0,
2520,1997-04-05,76ers,,Lucious Harris,placed on IR with broken nose,Lucious Harris,446.0,nose
2521,1997-04-05,Nuggets,,LaPhonso Ellis,placed on IL with ruptured right Achilles tendon,LaPhonso Ellis,111.0,achilles
2522,1997-04-05,Suns,,Ben Davis,placed on IR with jammed right index finger,Ben Davis,989.0,finger
2523,1997-04-08,Hornets,Anthony Mason (Sr.),,activated from IL,Anthony Mason (Sr.),193.0,
2524,1997-04-08,Mavericks,,Samaki Walker,placed on IL with sprained right foot,Samaki Walker,955.0,foot
2525,1997-04-08,Mavericks,Erick Strickland,,activated from IL,Erick Strickland,1065.0,
2526,1997-04-09,Hawks,,Darrin Hancock,bruised left thigh (DTD),Darrin Hancock,241.0,thigh
2527,1997-04-11,Lakers,,George McCloud,placed on IL with strained lower back,George McCloud,45.0,back
2528,1997-04-11,Lakers,Shaquille O'Neal,,activated from IL,Shaquille O'Neal,406.0,
2529,1997-04-11,Pacers,,Derrick McKey,placed on IR with ruptured Achilles tendon,Derrick McKey,365.0,achilles
2530,1997-04-12,Bulls,,Toni Kukoc,placed on IL with plantar fasciatis right foot,Toni Kukoc,389.0,foot
2531,1997-04-12,Pacers,Darvin Ham,,activated from IL,Darvin Ham,1032.0,
2532,1997-04-14,Kings,,Kevin Gamble,placed on IR with strained back,Kevin Gamble,333.0,back
2533,1997-04-14,Kings,Jeff Grayer,,activated from IL,Jeff Grayer,81.0,
2534,1997-04-14,Magic,David Vaughn (III),,activated from IL,David Vaughn (III),710.0,
2535,1997-04-15,Cavaliers,,Carl Thomas,placed on IL with neck spasms,Carl Thomas,1063.0,neck
2536,1997-04-15,Magic,,Amal McCaskill,placed on IL with strained right elbow,Amal McCaskill,1043.0,elbow
2537,1997-04-15,Sonics,,Craig Ehlo,placed on IL with sore right knee,Craig Ehlo,378.0,knee
2538,1997-04-15,Sonics,Greg Graham,,activated from IL,Greg Graham,37.0,
2539,1997-04-16,Bullets,Lorenzo Williams,,activated from IL,Lorenzo Williams,31.0,
2540,1997-04-16,Cavaliers,Bobby Phills,,activated from IL,Bobby Phills,184.0,
2541,1997-04-17,Pistons,,Joe Dumars,placed on IR with bilateral sore hamstrings,Joe Dumars,247.0,hamstring
2542,1997-04-19,Sonics,,Nate McMillan,placed on IL with partially torn meniscus in right knee,Nate McMillan,203.0,meniscus
2543,1997-04-19,Sonics,Steve Scheffler,,activated from IL,Steve Scheffler,88.0,
2544,1997-04-20,76ers,Don MacLean,,activated from IL,Don MacLean,931.0,
2545,1997-04-20,76ers,Lucious Harris,,activated from IL,Lucious Harris,446.0,
2546,1997-04-20,76ers,Rex Walters,,activated from IL,Rex Walters,777.0,
2547,1997-04-20,Blazers,Marcus Brown,,activated from IL,Marcus Brown,992.0,
2548,1997-04-20,Bulls,Bill Wennington,,activated from IL,Bill Wennington,82.0,
2549,1997-04-20,Bulls,Dennis Rodman,,activated from IL,Dennis Rodman,23.0,
2550,1997-04-20,Bulls,Toni Kukoc,,activated from IL,Toni Kukoc,389.0,
2551,1997-04-20,Cavaliers,Zydrunas Ilgauskas,,activated from IL,Zydrunas Ilgauskas,980.0,
2552,1997-04-20,Celtics,Dana Barros,,activated from IL,Dana Barros,344.0,
2553,1997-04-20,Celtics,Dino Radja,,activated from IL,Dino Radja,129.0,
2554,1997-04-20,Celtics,Frank Brickowski,,activated from IL,Frank Brickowski,783.0,
2555,1997-04-20,Celtics,Greg Minor,,activated from IL,Greg Minor,65.0,
2556,1997-04-20,Celtics,Pervis Ellison,,activated from IL,Pervis Ellison,442.0,
2557,1997-04-20,Clippers,Dwayne Schintzius,,activated from IL,Dwayne Schintzius,368.0,
2558,1997-04-20,Clippers,Kevin Duckworth,,activated from IL,Kevin Duckworth,404.0,
2559,1997-04-20,Clippers,Stanley Roberts,,activated from IL,Stanley Roberts,914.0,
2560,1997-04-20,Grizzlies,Doug Edwards,,activated from IL,Doug Edwards,346.0,
2561,1997-04-20,Grizzlies,Eric Mobley,,activated from IL,Eric Mobley,211.0,
2562,1997-04-20,Grizzlies,George Lynch,,activated from IL,George Lynch,248.0,
2563,1997-04-20,Hawks,Ken Norman,,activated from IL,Ken Norman,80.0,
2564,1997-04-20,Heat,Bruce Bowen,,activated from IL,Bruce Bowen,1477.0,
2565,1997-04-20,Heat,Gary Grant,,activated from IL,Gary Grant,202.0,
2566,1997-04-20,Heat,Matt Fish,,activated from IL,Matt Fish,900.0,
2567,1997-04-20,Kings,Duane Causwell,,activated from IL,Duane Causwell,190.0,
2568,1997-04-20,Kings,Kevin Gamble,,activated from IL,Kevin Gamble,333.0,
2569,1997-04-20,Knicks,Dontae' Jones,,activated from IL,Dontae' Jones,963.0,
2570,1997-04-20,Lakers,George McCloud,,activated from IL,George McCloud,45.0,
2571,1997-04-20,Magic,Amal McCaskill,,activated from IL,Amal McCaskill,1043.0,
2572,1997-04-20,Mavericks,Kurt Thomas,,activated from IL,Kurt Thomas,703.0,
2573,1997-04-20,Mavericks,Samaki Walker,,activated from IL,Samaki Walker,955.0,
2574,1997-04-20,Nets,David Benoit,,activated from IL,David Benoit,128.0,
2575,1997-04-20,Nets,Jayson Williams,,activated from IL,Jayson Williams,420.0,
2576,1997-04-20,Nets,Reggie Williams,,activated from IL,Reggie Williams,202130.0,
2577,1997-04-20,Nuggets,Keith Jennings,,activated from IL,Keith Jennings,24.0,
2578,1997-04-20,Nuggets,LaPhonso Ellis,,activated from IL,LaPhonso Ellis,111.0,
2579,1997-04-20,Nuggets,Sarunas Marciulionis,,activated from IL,Sarunas Marciulionis,36.0,
2580,1997-04-20,Pacers,Derrick McKey,,activated from IL,Derrick McKey,365.0,
2581,1997-04-20,Pacers,Haywoode Workman,,activated from IL,Haywoode Workman,906.0,
2582,1997-04-20,Pacers,LaSalle Thompson,,activated from IL,LaSalle Thompson,78.0,
2583,1997-04-20,Pistons,Joe Dumars,,activated from IL,Joe Dumars,247.0,
2584,1997-04-20,Pistons,Randolph Childress,,activated from IL,Randolph Childress,719.0,
2585,1997-04-20,Pistons,Rick Mahorn,,activated from IL,Rick Mahorn,328.0,
2586,1997-04-20,Raptors,Hubert Davis,,activated from IL,Hubert Davis,93.0,
2587,1997-04-20,Raptors,Oliver Miller,,activated from IL,Oliver Miller,932.0,
2588,1997-04-20,Raptors,Zan Tabak,,activated from IL,Zan Tabak,440.0,
2589,1997-04-20,Rockets,Brent Price,,activated from IL,Brent Price,85.0,
2590,1997-04-20,Rockets,Emanual Davis,,activated from IL,Emanual Davis,1023.0,
2591,1997-04-20,Rockets,Sam Mack,,activated from IL,Sam Mack,694.0,
2592,1997-04-20,Sonics,Craig Ehlo,,activated from IL,Craig Ehlo,378.0,
2593,1997-04-20,Sonics,Nate McMillan,,activated from IL,Nate McMillan,203.0,
2594,1997-04-20,Spurs,Chuck Person,,activated from IL,Chuck Person,456.0,
2595,1997-04-20,Spurs,David Robinson,,activated from IL,David Robinson,764.0,
2596,1997-04-20,Suns,Ben Davis,,activated from IL,Ben Davis,989.0,
2597,1997-04-20,Suns,Mark Bryant,,activated from IL,Mark Bryant,95.0,
2598,1997-04-20,Suns,Tony Dumas,,activated from IL,Tony Dumas,434.0,
2599,1997-04-20,Timberwolves,Bill Curley,,activated from IL,Bill Curley,223.0,
2600,1997-04-20,Timberwolves,Chris Carr (Dean),,activated from IL,Chris Carr (Dean),713.0,
2601,1997-04-20,Timberwolves,Micheal Williams,,activated from IL,Micheal Williams,52.0,
2602,1997-04-20,Warriors,B.J. Armstrong,,activated from IL,B.J. Armstrong,769.0,
2603,1997-04-20,Warriors,Jon Koncak,,activated from IL,Jon Koncak,402.0,
2604,1997-04-20,Warriors,Marcus Mann,,activated from IL,Marcus Mann,986.0,
2605,1997-04-20,Warriors,Mike Peplowski,,activated from IL,Mike Peplowski,46.0,
2606,1997-04-20,Warriors,Vernell Coles / Bimbo Coles,,activated from IL,Vernell Coles / Bimbo Coles,902.0,
2607,1997-04-27,Cavaliers,Carl Thomas,,activated from IL,Carl Thomas,1063.0,
2608,1997-10-28,Pacers,,Austin Croshere,placed on IR with fractured bone in left hand,Austin Croshere,1506.0,hand
2609,1997-10-28,Pacers,,Derrick McKey,placed on IL with ruptured right Achilles tendon,Derrick McKey,365.0,achilles
2610,1997-10-28,Pacers,,Haywoode Workman,placed on IR with left knee surgery,Haywoode Workman,906.0,knee
2611,1997-10-29,Bucks,,Andrew Lang,placed on IL with torn flexor tendon in right ring finger,Andrew Lang,457.0,finger
2612,1997-10-29,Bullets,,Gheorghe Muresan,placed on IR with stretched ligaments in left knee,Gheorghe Muresan,49.0,knee
2613,1997-10-29,Bullets,,Tim Legler,placed on IR with injured right hamstring,Tim Legler,100.0,hamstring
2614,1997-10-29,Nets,,Don MacLean,placed on IL with left knee tendinitis,Don MacLean,931.0,knee
2615,1997-10-29,Nets,,Jack Haley,placed on IL with ruptured soleus tendon in right calf,Jack Haley,917.0,calf
2616,1997-10-29,Nets,,Steve Henson,placed on IL with fractured left ring finger,Steve Henson,1667.0,finger
2617,1997-10-30,76ers,,Anthony Parker,placed on IL with sprained right knee,Anthony Parker,1515.0,knee
2618,1997-10-30,76ers,,Kebu Stewart,placed on IL with bilateral patella tendinitis,Kebu Stewart,1529.0,knee
2619,1997-10-30,76ers,,Marko Milic,placed on IL with strained lower back,Marko Milic,1527.0,back
2620,1997-10-30,Blazers,,Alton Lister,placed on IR with infected left shoulder,Alton Lister,175.0,shoulder
2621,1997-10-30,Blazers,,Dontonio Wingfield,placed on IR with knee inflammation,Dontonio Wingfield,112.0,knee
2622,1997-10-30,Blazers,,Gary Trent,placed on IL with sore left shin,Gary Trent,718.0,shin
2623,1997-10-30,Bulls,,Keith Booth,placed on IL,Keith Booth,1522.0,
2624,1997-10-30,Bulls,,Scottie Pippen (Sr.),placed on IR with left foot surgery,Scottie Pippen (Sr.),937.0,foot
2625,1997-10-30,Cavaliers,,Greg Graham,placed on IL with strained right groin,Greg Graham,37.0,groin
2626,1997-10-30,Cavaliers,,Tony Dumas,placed on IR with right knee injury / surgery on right knee,Tony Dumas,434.0,knee
2627,1997-10-30,Celtics,,Greg Minor,placed on IR with left metatasalgia injury,Greg Minor,65.0,
2628,1997-10-30,Celtics,,Roy Rogers,placed on IR with right knee injury,Roy Rogers,964.0,knee
2629,1997-10-30,Celtics,,Tyus Edney,placed on IR with left ankle spain,Tyus Edney,721.0,ankle
2630,1997-10-30,Clippers,,James Collins,placed on IL with strained lower back,James Collins,1530.0,back
2631,1997-10-30,Grizzlies,,Chris Robinson,placed on IR with bone chip in right ankle,Chris Robinson,997.0,ankle
2632,1997-10-30,Grizzlies,,Doug Edwards,placed on IL with strained left hip flexor,Doug Edwards,346.0,groin
2633,1997-10-30,Grizzlies,,Marcus Brown,placed on IR with injured right shoulder (sore left shoulder per P),Marcus Brown,992.0,shoulder
2634,1997-10-30,Hawks,,Eldridge Recasner,placed on IL with acute viral infection,Eldridge Recasner,695.0,
2635,1997-10-30,Heat,,Alonzo Mourning,placed on IL recovering from surgery on knee,Alonzo Mourning,297.0,knee
2636,1997-10-30,Heat,,Charles Smith (Cornelius),placed on IR with periostitis of right tibia,Charles Smith (Cornelius),293.0,shin
2637,1997-10-30,Heat,,Malcolm Huckaby,placed on IL with left ankle tendinitis,Malcolm Huckaby,,ankle
2638,1997-10-30,Hornets,,Travis Williams,placed on IL,Travis Williams,1576.0,
2639,1997-10-30,Jazz,,John Stockton,placed on IL recovering from arthroscopic surgery on left knee,John Stockton,304.0,knee
2640,1997-10-30,Kings,,Kevin Gamble,placed on IL with lower back spasms,Kevin Gamble,333.0,back
2641,1997-10-30,Kings,,Kevin Salvadori,placed on IL with sprained left ankle,Kevin Salvadori,1089.0,ankle
2642,1997-10-30,Kings,,Olivier Saint-Jean / Tariq Abdul-Wahad,placed on IL with strained right calf muscle,Olivier Saint-Jean / Tariq Abdul-Wahad,1505.0,calf
2643,1997-10-30,Knicks,,Ron Grandison / Ronnie Grandison,placed on IL with sprained left ankle,Ron Grandison / Ronnie Grandison,97.0,ankle
2644,1997-10-30,Lakers,,Shea Seals,placed on IL with back spasms,Shea Seals,1578.0,back
2645,1997-10-30,Magic,,Jason Lawson,placed on IR with pulled groin,Jason Lawson,1535.0,groin
2646,1997-10-30,Magic,,Johnny Taylor,placed on IL with sprained right shoulder,Johnny Taylor,1511.0,shoulder
2647,1997-10-30,Magic,,Tim Kempton,placed on IL with strained lower back,Tim Kempton,1118.0,back
2648,1997-10-30,Mavericks,,Ace Custis,placed on IL with surgery on knee to repair torn ACL (out for season),Ace Custis,,acl
2649,1997-10-30,Mavericks,,Martin Muursepp,placed on IL with sprained ankle,Martin Muursepp,982.0,ankle
2650,1997-10-30,Mavericks,,Robert Pack,placed on IR with fractured finger on right hand (out 2-4 weeks),Robert Pack,123.0,finger
2651,1997-10-30,Nuggets,,LaPhonso Ellis,placed on IR recovering from Achilles surgery,LaPhonso Ellis,111.0,achilles
2652,1997-10-30,Nuggets,,Steve Scheffler,placed on IR with foot surgery,Steve Scheffler,88.0,foot
2653,1997-10-30,Pistons,,Charles O'Bannon,placed on IL with back spasms,Charles O'Bannon,1525.0,back
2654,1997-10-30,Pistons,,Rumeal Robinson,placed on IL with patellar tendinitis in right knee,Rumeal Robinson,716.0,knee
2655,1997-10-30,Raptors,,Ed Stokes,placed on IL with right Achilles tendinitis,Ed Stokes,1055.0,achilles
2656,1997-10-30,Raptors,,John Long,placed on IR with fractured jaw,John Long,1381.0,jaw
2657,1997-10-30,Raptors,,Sharone Wright,placed on IR with injuries to left arm and collarbone from auto accident,Sharone Wright,412.0,shoulder
2658,1997-10-30,Rockets,,Joe Stephens,placed on IR with stress reaction in right foot,Joe Stephens,1086.0,foot
2659,1997-10-30,Rockets,,Serge Zwikker,placed on IR with chronic pain in lower right leg,Serge Zwikker,,leg
2660,1997-10-30,Sonics,,James Cotton,placed on IL with sprained right knee,James Cotton,1526.0,knee
2661,1997-10-30,Sonics,,Nate McMillan,placed on IL recovering from surgery on right knee to repair partially torn meniscus,Nate McMillan,203.0,meniscus
2662,1997-10-30,Sonics,,Stephen Howard,placed on IR with stress fracture in right foot,Stephen Howard,1128.0,foot
2663,1997-10-30,Spurs,,Charles Smith (Daniel),placed on IR with osteoarthritis in right knee,Charles Smith (Daniel),293.0,knee
2664,1997-10-30,Spurs,,Chuck Person,placed on IL with sore lower back,Chuck Person,456.0,back
2665,1997-10-30,Suns,,Loren Meyer,placed on IR with lumbar spine surgery,Loren Meyer,684.0,back
2666,1997-10-30,Suns,,Tom Chambers,placed on IL with strained lower back,Tom Chambers,1472.0,back
2667,1997-10-30,Timberwolves,,Bill Curley,placed on IR with thigh injury,Bill Curley,223.0,thigh
2668,1997-10-30,Timberwolves,,Micheal Williams,placed on IL with hamstring injury,Micheal Williams,52.0,hamstring
2669,1997-10-30,Timberwolves,,Paul Grant,placed on IR with sprained right midfoot,Paul Grant,1514.0,foot
2670,1997-10-30,Warriors,,Brian Shaw,placed on IL with left Achilles tendinitis,Brian Shaw,216.0,achilles
2671,1997-10-30,Warriors,,David Vaughn (III),placed on IL with right knee tendinitis,David Vaughn (III),710.0,knee
2672,1997-10-30,Warriors,,Marcus Mann,placed on IL with strained lower back,Marcus Mann,986.0,back
2673,1997-11-01,Pistons,,Joe Dumars,placed on IR with pulled left hamstring,Joe Dumars,247.0,hamstring
2674,1997-11-05,Spurs,,Vinny Del Negro,placed on IL with sprained right ankle,Vinny Del Negro,219.0,ankle
2675,1997-11-08,Bulls,,Bill Wennington,placed on IR with bone spurs in right elbow,Bill Wennington,82.0,elbow
2676,1997-11-08,Bulls,Keith Booth,,activated from IL,Keith Booth,1522.0,
2677,1997-11-08,Celtics,,Dontae' Jones,placed on IR with left groin strain,Dontae' Jones,963.0,groin
2678,1997-11-08,Celtics,,John Thomas,placed on IR with bruised left biceps,John Thomas,1519.0,arm
2679,1997-11-08,Celtics,Greg Minor,,activated from IL,Greg Minor,65.0,
2680,1997-11-08,Celtics,Tyus Edney,,activated from IL,Tyus Edney,721.0,
2681,1997-11-08,Hornets,Travis Williams,,activated from IL,Travis Williams,1576.0,
2682,1997-11-09,Pistons,Joe Dumars,,activated from IL,Joe Dumars,247.0,
2683,1997-11-09,Warriors,,Dickey Simpkins,placed on IR with strained right pectoralis muscle / bruised left bicep,Dickey Simpkins,54.0,arm
2684,1997-11-09,Warriors,Brian Shaw,,activated from IL,Brian Shaw,216.0,
2685,1997-11-10,Kings,,Bobby Hurley,placed on IR with abductor strain in left leg,Bobby Hurley,310.0,"hip,leg"
2686,1997-11-10,Kings,,Michael Smith (John) (Providence),placed on IL with fractured right wrist,Michael Smith (John) (Providence),63.0,wrist
2687,1997-11-10,Kings,Kevin Salvadori,,activated from IL,Kevin Salvadori,1089.0,
2688,1997-11-10,Kings,Olivier Saint-Jean / Tariq Abdul-Wahad,,activated from IL,Olivier Saint-Jean / Tariq Abdul-Wahad,1505.0,
2689,1997-11-10,Pistons,,Joe Dumars,placed on IL with strained left shoulder,Joe Dumars,247.0,shoulder
2690,1997-11-10,Spurs,Chuck Person,,activated from IL,Chuck Person,456.0,
2691,1997-11-11,Heat,,Dan Majerle,placed on IR with stiff lower back,Dan Majerle,105.0,back
2692,1997-11-11,Heat,Charles Smith (Cornelius),,activated from IL,Charles Smith (Cornelius),293.0,
2693,1997-11-12,Magic,,Danny Schayes,placed on IL with strained lower back,Danny Schayes,,back
2694,1997-11-12,Magic,Tim Kempton,,activated from IL,Tim Kempton,1118.0,
2695,1997-11-12,Nuggets,,Eric Williams,placed on IL with torn ACL in right knee (out for season),Eric Williams,677.0,acl
2696,1997-11-12,Nuggets,LaPhonso Ellis,,activated from IL,LaPhonso Ellis,111.0,
2697,1997-11-12,Raptors,,Carlos Rogers,placed on IL with strained lower back,Carlos Rogers,435.0,back
2698,1997-11-12,Raptors,Ed Stokes,,activated from IL,Ed Stokes,1055.0,
2699,1997-11-12,Raptors,John Long,,activated from IL,John Long,1381.0,
2700,1997-11-13,Nets,,Lucious Harris,placed on IL with broken right ring finger (out 6-8 weeks),Lucious Harris,446.0,finger
2701,1997-11-13,Nets,Jack Haley,,activated from IL,Jack Haley,917.0,
2702,1997-11-13,Pistons,Charles O'Bannon,,activated from IL,Charles O'Bannon,1525.0,
2703,1997-11-14,Blazers,Gary Trent,,activated from IL,Gary Trent,718.0,
2704,1997-11-14,Bulls,,Steve Kerr,placed on IL with bone bruise in left knee,Steve Kerr,70.0,knee
2705,1997-11-15,Grizzlies,,Anthony Peeler,placed on IR with right knee injury,Anthony Peeler,324.0,knee
2706,1997-11-18,Bucks,Andrew Lang,,activated from IL,Andrew Lang,457.0,
2707,1997-11-18,Pacers,Austin Croshere,,activated from IL (date approximate),Austin Croshere,1506.0,
2708,1997-11-18,Warriors,,Duane Ferrell,placed on IL with strained left groin,Duane Ferrell,273.0,groin
2709,1997-11-18,Warriors,David Vaughn (III),,activated from IL,David Vaughn (III),710.0,
2710,1997-11-19,Blazers,,Sean Higgins,placed on IR with severe ankle sprain,Sean Higgins,925.0,ankle
2711,1997-11-19,Blazers,,Vincent Askew,placed on IL with sprained left ankle,Vincent Askew,355.0,ankle
2712,1997-11-19,Blazers,Dontonio Wingfield,,activated from IL,Dontonio Wingfield,112.0,
2713,1997-11-19,Cavaliers,,Bob Sura,placed on IL with sprained left ankle,Bob Sura,682.0,ankle
2714,1997-11-19,Cavaliers,Greg Graham,,activated from IL,Greg Graham,37.0,
2715,1997-11-19,Celtics,,Bruce Bowen,placed on IR with boken nose,Bruce Bowen,1477.0,nose
2716,1997-11-19,Celtics,John Thomas,,activated from IL,John Thomas,1519.0,
2717,1997-11-20,Hawks,Eldridge Recasner,,activated from IL,Eldridge Recasner,695.0,
2718,1997-11-20,Kings,Bobby Hurley,,activated from IL,Bobby Hurley,310.0,
2719,1997-11-20,Magic,Danny Schayes,,activated from IL,Danny Schayes,,
2720,1997-11-20,Pacers,,Etdrick Bohannon,placed on IL with upper respiratory infection,Etdrick Bohannon,1564.0,respiratory
2721,1997-11-20,Pistons,Rumeal Robinson,,activated from IL,Rumeal Robinson,716.0,
2722,1997-11-20,Suns,,Horacio Llamas,placed on IL with strained lower back,Horacio Llamas,1024.0,back
2723,1997-11-21,76ers,,Derrick Coleman,placed on IL with irregular heartbeat,Derrick Coleman,934.0,heart
2724,1997-11-21,76ers,Marko Milic,,activated from IL,Marko Milic,1527.0,
2725,1997-11-21,Bulls,,Keith Booth,placed on IL with strained lower back,Keith Booth,1522.0,back
2726,1997-11-21,Bulls,Bill Wennington,,activated from IL,Bill Wennington,82.0,
2727,1997-11-21,Suns,Tom Chambers,,activated from IL,Tom Chambers,1472.0,
2728,1997-11-22,Heat,Dan Majerle,,activated from IL,Dan Majerle,105.0,
2729,1997-11-22,Pistons,,Charles O'Bannon,placed on IL with back spasms,Charles O'Bannon,1525.0,back
2730,1997-11-22,Pistons,Joe Dumars,,activated from IL,Joe Dumars,247.0,
2731,1997-11-24,Mavericks,,Kurt Thomas,placed on IR with fractured right ankle,Kurt Thomas,703.0,ankle
2732,1997-11-24,Mavericks,Martin Muursepp,,activated from IL,Martin Muursepp,982.0,
2733,1997-11-24,Nuggets,,Bryant Stith,placed on IL with left foot tendinitis,Bryant Stith,179.0,foot
2734,1997-11-25,Rockets,,Hakeem Olajuwon,placed on IR with left knee surgery,Hakeem Olajuwon,165.0,knee
2735,1997-11-26,Hawks,,Steve Smith (Delano),family emergency (DNP),Steve Smith (Delano),,
2736,1997-11-26,Raptors,,Tracy McGrady,placed on IR with sore left arch,Tracy McGrady,1503.0,foot
2737,1997-11-26,Raptors,,Zan Tabak,placed on IR with injured back / sprained right ankle & hyperextended left knee (P) (date 11-27 per P),Zan Tabak,440.0,"back,ankle,knee"
2738,1997-11-26,Raptors,Carlos Rogers,,activated from IL,Carlos Rogers,435.0,
2739,1997-11-26,Spurs,,Carl Herrera,placed on IR with partiallly torn teres muscle in left shoulder,Carl Herrera,61.0,shoulder
2740,1997-11-26,Spurs,Vinny Del Negro,,activated from IL,Vinny Del Negro,219.0,
2741,1997-11-28,Blazers,,Dontonio Wingfield,placed on IR with injured right hand / left hand tendinitis (P),Dontonio Wingfield,112.0,hand
2742,1997-11-28,Blazers,Vincent Askew,,activated from IL,Vincent Askew,355.0,
2743,1997-11-28,Bullets,,God Shammgod,placed on IL with sprained left knee / left knee tendinitis (P),God Shammgod,1539.0,knee
2744,1997-11-28,Magic,,Horace Grant,placed on IL with strained left calf,Horace Grant,270.0,calf
2745,1997-11-28,Magic,Johnny Taylor,,activated from IL,Johnny Taylor,1511.0,
2746,1997-11-29,Celtics,,John Thomas,placed on IR with bruised left biceps,John Thomas,1519.0,arm
2747,1997-11-29,Celtics,Bruce Bowen,,activated from IL,Bruce Bowen,1477.0,
2748,1997-12-02,Blazers,,John Crotty,placed on IR with sore right right knee,John Crotty,180.0,knee
2749,1997-12-02,Sonics,,Jerome Kersey,placed on IR with left foot stress fracture,Jerome Kersey,760.0,foot
2750,1997-12-02,Sonics,James Cotton,,activated from IL,James Cotton,1526.0,
2751,1997-12-03,Bucks,,Jeff Nordgaard,placed on IR with torn right adductor (groin) muscle,Jeff Nordgaard,999.0,groin
2752,1997-12-03,Nuggets,,Bryant Stith,placed on IL with surgery on left foot (out 3 months),Bryant Stith,179.0,foot
2753,1997-12-03,Warriors,Duane Ferrell,,activated from IL,Duane Ferrell,273.0,
2754,1997-12-04,Clippers,,Loy Vaught,placed on IR with injured lower back (surgery),Loy Vaught,919.0,back
2755,1997-12-04,Clippers,James Collins,,activated from IL,James Collins,1530.0,
2756,1997-12-05,Grizzlies,,Anthony Peeler,placed on IL with chondromalacia in left knee,Anthony Peeler,324.0,knee
2757,1997-12-05,Grizzlies,Chris Robinson,,activated from IL,Chris Robinson,997.0,
2758,1997-12-05,Nets,,Jack Haley,placed on IL with right ankle / knee (P) tendinitis,Jack Haley,917.0,"ankle,knee"
2759,1997-12-05,Nets,Steve Henson,,activated from IL,Steve Henson,1667.0,
2760,1997-12-06,Magic,,Derek Strong,placed on IL with sprained left knee,Derek Strong,400.0,knee
2761,1997-12-06,Magic,Horace Grant,,activated from IL,Horace Grant,270.0,
2762,1997-12-06,Pistons,,Rick Mahorn,placed on IR with right foot tendinitis,Rick Mahorn,328.0,foot
2763,1997-12-07,76ers,,Tom Chambers,placed on IL with strained lower back,Tom Chambers,1472.0,back
2764,1997-12-07,76ers,Anthony Parker,,activated from IL,Anthony Parker,1515.0,
2765,1997-12-07,Pistons,Charles O'Bannon,,activated from IL,Charles O'Bannon,1525.0,
2766,1997-12-07,Raptors,,Ronald Jones / Popeye Jones,placed on IL with torn ACL in left knee,Ronald Jones / Popeye Jones,461.0,acl
2767,1997-12-07,Raptors,Tracy McGrady,,activated from IL,Tracy McGrady,1503.0,
2768,1997-12-08,Jazz,,Troy Hudson,placed on IL with sprained right wrist,Troy Hudson,1607.0,wrist
2769,1997-12-08,Jazz,John Stockton,,activated from IL,John Stockton,304.0,
2770,1997-12-08,Magic,,Anfernee Hardaway / Penny Hardaway,placed on IL with left knee tendinitis,Anfernee Hardaway / Penny Hardaway,358.0,knee
2771,1997-12-08,Raptors,,Carlos Rogers,placed on IR with strained back,Carlos Rogers,435.0,back
2772,1997-12-08,Raptors,Zan Tabak,,activated from IL,Zan Tabak,440.0,
2773,1997-12-09,Bulls,,Rusty LaRue,placed on IR with sore left toe / bone bruise in left knee (P),Rusty LaRue,1601.0,"toe,knee"
2774,1997-12-09,Bulls,Steve Kerr,,activated from IL,Steve Kerr,70.0,
2775,1997-12-09,Hawks,,Anthony Miller / Pig Miller,placed on IR with strained back,Anthony Miller / Pig Miller,292.0,back
2776,1997-12-09,Hawks,,Eldridge Recasner,DNP strained back,Eldridge Recasner,695.0,back
2777,1997-12-10,Celtics,,Dee Brown (a),placed on IL with flu,Dee Brown (a),244.0,
2778,1997-12-10,Celtics,Dontae' Jones,,activated from IL,Dontae' Jones,963.0,
2779,1997-12-10,Magic,,Nick Anderson,placed on IR with broken bone in left hand (out 3-4 weeks),Nick Anderson,98.0,hand
2780,1997-12-10,Magic,Jason Lawson,,activated from IL,Jason Lawson,1535.0,
2781,1997-12-10,Pistons,,Rick Mahorn,placed on IR (P),Rick Mahorn,328.0,
2782,1997-12-11,76ers,Tom Chambers,,activated from IL,Tom Chambers,1472.0,
2783,1997-12-11,Suns,,Kevin Johnson,placed on IL with right knee tendinitis,Kevin Johnson,134.0,knee
2784,1997-12-12,Hawks,,Eldridge Recasner,flu (DTD),Eldridge Recasner,695.0,
2785,1997-12-12,Bucks,Jeff Nordgaard,,activated from IL,Jeff Nordgaard,999.0,
2786,1997-12-13,Bucks,,Terrell Brandon,placed on IR with severly sprained left ankle,Terrell Brandon,210.0,ankle
2787,1997-12-13,Celtics,,Travis Knight,placed on IL with sprained left ankle,Travis Knight,969.0,ankle
2788,1997-12-13,Celtics,John Thomas,,activated from IL,John Thomas,1519.0,
2789,1997-12-13,Spurs,,Reggie Geary,placed on IL with left knee tendinitis,Reggie Geary,1002.0,knee
2790,1997-12-13,Spurs,Carl Herrera,,activated from IL,Carl Herrera,61.0,
2791,1997-12-15,Blazers,,Vincent Askew,placed on IL with sprained right ankle,Vincent Askew,355.0,ankle
