injury_id,Date,Team,Acquired,Relinquished,Notes,player_name,player_id,body_region
0,1951-12-25,Bullets,,Don Barksdale,placed on IL,Don Barksdale,76102.0,
1,1952-12-26,Knicks,,Max Zaslofsky,placed on IL with torn side muscle,Max Zaslofsky,78638.0,side
2,1956-12-29,Knicks,,Jim Baechtold,placed on inactive list,Jim Baechtold,76081.0,
3,1959-01-16,Lakers,,Elgin Baylor,player refused to play after being denied a room in team's hotel,Elgin Baylor,76127.0,
4,1961-11-26,Lakers,,Elgin Baylor,player reported for military duty,Elgin Baylor,76127.0,
5,1962-03-24,Lakers,Elgin Baylor,,player given 2-day pass from military duty,Elgin Baylor,76127.0,
6,1962-03-31,Lakers,Elgin Baylor,,player given weekend pass from military duty,Elgin Baylor,76127.0,
7,1962-10-25,Zephyrs,,Al Ferrari,placed on disabled list,Al Ferrari,76708.0,
8,1962-11-06,Zephyrs,Al Ferrari,,activated from disabled list,Al Ferrari,76708.0,
9,1962-11-14,Zephyrs,,Al Ferrari,placed on disabled list with knee injury,Al Ferrari,76708.0,knee
10,1965-09-11,Pistons,,Terry Dischinger,service in army (date approximate),Terry Dischinger,76577.0,
11,1969-10-15,Bucks,,Bob Greacen,placed on IL with sprained ankle,Bob Greacen,76865.0,ankle
12,1969-10-28,Bucks,Bob Greacen,,activated from IL,Bob Greacen,76865.0,
13,1969-12-03,Bucks,,John Arthurs,deployed to National Guard for remainder of the season,John Arthurs,76065.0,
14,1970-01-24,Bucks,,Guy Rodgers,placed on IL with torn leg muscle,Guy Rodgers,78003.0,leg
15,1971-09-15,Colonels (ABA),,Jim Welch / Poo Welch,placed on IL,Jim Welch / Poo Welch,,
16,1971-10-30,Squires (ABA),Doug Moe,,"""activated""",Doug Moe,,
17,1971-11-08,Chaparrals (ABA),Eugene Kennedy / Gene Kennedy / Goo Kennedy,,"""activated""",Eugene Kennedy / Gene Kennedy / Goo Kennedy,77243.0,
18,1972-10-10,Cavaliers,,Bobby Washington,placed on IL,Bobby Washington,78469.0,
19,1972-11-04,Cavaliers,,Rick Roberson,placed on IL with pulled hamstring,Rick Roberson,77973.0,hamstring
20,1972-11-10,Tams (ABA),,Merv Jackson,placed on IL,Merv Jackson,,
21,1972-11-11,Tams (ABA),,Randy Denton,placed on IL,Randy Denton,76558.0,
22,1972-11-28,Tams (ABA),Merv Jackson,,activated from IL,Merv Jackson,,
23,1972-12-16,Tams (ABA),Randy Denton,,activated from IL,Randy Denton,76558.0,
24,1973-02-24,Kings,,John Green (a) / Johnny Green,placed on IL,John Green (a) / Johnny Green,76867.0,
25,1973-02-24,Kings,Frank Schade,,activated from IL,Frank Schade,78069.0,
26,1973-03-19,Bulls,Tom Boerwinkle,,activated from IL,Tom Boerwinkle,76192.0,
27,1973-11-07,Rockets,George Johnson (E.),,"""activated""",George Johnson (E.),77147.0,
28,1973-11-17,Kings,,Mike D'Antoni,placed on IL with fractured right hand,Mike D'Antoni,76505.0,hand
29,1973-12-20,Kings,Mike D'Antoni,,activated from IL,Mike D'Antoni,76505.0,
30,1973-12-22,Knicks,Earl Monroe,,"""activated""",Earl Monroe,600006.0,
31,1974-01-31,Nets (ABA),Jim O'Brien (M.),,"""activated""",Jim O'Brien (M.),,
32,1974-03-27,Bucks,,Lucius Allen,placed on IL with torn cartilage in knee (out for season),Lucius Allen,76027.0,knee
33,1974-03-27,Bucks,Dick Cunningham,,activated from IL,Dick Cunningham,76485.0,
34,1974-10-16,Bucks,,Kareem Abdul-Jabbar / Lew Alcindor,placed on IL with fractured right hand and lacerated left eye,Kareem Abdul-Jabbar / Lew Alcindor,76003.0,"eye,hand"
35,1974-10-16,Bucks,Dick Cunningham,,activated from IL,Dick Cunningham,76485.0,
36,1974-10-17,Spirits (ABA),Gilbert McGregor / Gil McGregor,,"""activated""",Gilbert McGregor / Gil McGregor,77534.0,
37,1974-10-28,Bucks,,Dick Cunningham,placed on IL,Dick Cunningham,76485.0,
38,1974-10-28,Knicks,,Melvin Davis / Mel Davis,placed on IL with shoulder injury,Melvin Davis / Mel Davis,76529.0,shoulder
39,1974-10-28,Knicks,Howard Porter,,activated from IL,Howard Porter,77875.0,
40,1974-11-05,Colonels (ABA),John Roche,,activated from IR,John Roche,78000.0,
41,1974-11-07,Spirits (ABA),,Bernie Fryer,placed on IL with torn thigh muscle,Bernie Fryer,76761.0,thigh
42,1974-11-14,Knicks,Melvin Davis / Mel Davis,,"""restored to active list""",Melvin Davis / Mel Davis,76529.0,
43,1974-11-21,Colonels (ABA),,Ted McClain,placed on IR with torn calf muscle,Ted McClain,,calf
44,1974-12-05,Hawks,,Lou Hudson,placed on IL with right elbow inflammation,Lou Hudson,77074.0,elbow
45,1975-01-23,Spirits (ABA),,Mike Barr,placed on IL with viral illness,Mike Barr,76112.0,
46,1975-02-25,Stars (ABA),Henry Wilmore,,"""reactivated""",Henry Wilmore,,
47,1975-03-07,Celtics,Phil Hankinson,,"""activated""",Phil Hankinson,76936.0,
48,1975-10-20,Braves,,Tom McMillen,placed on IL with bruised right heel,Tom McMillen,77553.0,heel
49,1975-10-22,76ers,,LeRoy Ellis,placed on IL,LeRoy Ellis,76663.0,
50,1975-10-22,Knicks,,Larry Fogle,placed on IL,Larry Fogle,76728.0,
51,1975-10-22,Pistons,,Terry Thomas,placed on IL,Terry Thomas,78322.0,
52,1975-11-11,Braves,Tom McMillen,,activated from IL,Tom McMillen,77553.0,
53,1975-11-24,Knicks,Larry Fogle,,activated from IL,Larry Fogle,76728.0,
54,1976-01-17,Jazz,,Ron Behagen,placed on IL with hairline fracture below left eye (date approximate),Ron Behagen,76140.0,eye
55,1976-02-16,Jazz,Ron Behagen,,activated from IL,Ron Behagen,76140.0,
56,1976-02-28,Nuggets (ABA),George Irvine,,"""reactivated""",George Irvine,,
57,1976-10-20,76ers,,Clyde Lee,placed on IL,Clyde Lee,77357.0,
58,1976-10-20,76ers,,Mel Bennett,placed on IL,Mel Bennett,76151.0,
59,1976-10-20,Bucks,,Lloyd Walton,placed on IL,Lloyd Walton,78449.0,
60,1976-10-20,Cavaliers,,Chuck Williams / Chuckie Williams (Leon),placed on IL,Chuck Williams / Chuckie Williams (Leon),78547.0,
61,1976-10-20,Cavaliers,,Luke Witte,placed on IL,Luke Witte,78603.0,
62,1976-10-20,Hawks,,Geoff Petrie,placed on IL,Geoff Petrie,77844.0,
63,1976-10-20,Knicks,,Alfred Beard / Butch Beard,placed on IL,Alfred Beard / Butch Beard,76130.0,
64,1976-10-20,Knicks,,Jim Barnett,placed on IL,Jim Barnett,76106.0,
65,1976-10-20,Pistons,,John Mengelt,placed on IL,John Mengelt,77580.0,
66,1976-10-20,Sonics,,Dean Tolson,placed on IL,Dean Tolson,78349.0,
67,1976-10-20,Warriors,,Dwight Davis,placed on IL,Dwight Davis,,
68,1976-11-01,Lakers,,Stu Lantz,placed on IL (date approximate),Stu Lantz,77338.0,
69,1976-11-10,Bucks,,Kevin Restani,placed on IL,Kevin Restani,77944.0,
70,1976-12-11,Bucks,Kevin Restani,,activated from IL,Kevin Restani,77944.0,
71,1976-12-15,Bulls,,Jack Marin,placed on IL recovering from surgery to remove benign tumor in groin area,Jack Marin,77463.0,groin
72,1977-01-12,Bulls,,Keith Starr,placed on IL (date approximate),Keith Starr,78243.0,
73,1977-01-12,Jazz,,Gail Goodrich,placed on IL with Achilles tendon injury,Gail Goodrich,76832.0,achilles
74,1977-02-02,Bulls,,Leon Benbow,placed on IL,Leon Benbow,76146.0,
75,1977-09-30,Celtics,,Steve Kuberski,placed on IL,Steve Kuberski,77316.0,
76,1977-10-17,76ers,,Wilson Washington,placed on IL,Wilson Washington,78471.0,
77,1977-10-17,Lakers,,Kenny Carr,placed on IL,Kenny Carr,76350.0,
78,1977-10-17,Sonics,,Dean Tolson,placed on IL,Dean Tolson,78349.0,
79,1977-10-17,Suns,,Ira Terrell,placed on IL,Ira Terrell,78305.0,
80,1977-10-18,Lakers,,Kareem Abdul-Jabbar / Lew Alcindor,placed on IL with fractured hand,Kareem Abdul-Jabbar / Lew Alcindor,76003.0,hand
81,1977-11-10,Lakers,,Don Chaney,placed on IL with fractured right thumb,Don Chaney,76379.0,finger
82,1977-11-14,Cavaliers,,Terry Furlow,placed on IL,Terry Furlow,76767.0,
83,1977-11-14,Hawks,,Claude Terry,placed on IL,Claude Terry,78308.0,
84,1977-11-14,Nets,,Jan van Breda Kolff,placed on IL,Jan van Breda Kolff,78400.0,
85,1977-11-14,Pistons,Al Eberhard,,"""reactivated""",Al Eberhard,76634.0,
86,1977-11-14,Spurs,,James Silas,placed on IL,James Silas,78150.0,
87,1977-11-24,Celtics,Steve Kuberski,,activated from IL,Steve Kuberski,77316.0,
88,1977-11-29,Hawks,,John Drew,placed on IL,John Drew,76598.0,
89,1977-11-29,Hawks,,Steve Hawes,placed on IL,Steve Hawes,76971.0,
90,1977-11-29,Hawks,Claude Terry,,"""reactivated""",Claude Terry,78308.0,
91,1978-01-07,Bulls,,Jim Ard,placed on IL,Jim Ard,76055.0,
92,1978-02-01,Jazz,,Fred Boyd / Freddie Boyd,placed on IL,Fred Boyd / Freddie Boyd,76222.0,
93,1978-02-10,Celtics,,Tom Boswell,placed on IL with dislocated pinky finger on right hand,Tom Boswell,76213.0,finger
94,1978-02-17,Bulls,,Scott May,placed on IL,Scott May,77490.0,
95,1978-02-23,Celtics,Jo Jo White,,activated from IL,Jo Jo White,,
96,1978-02-24,Celtics,,Curtis Rowe,placed on IL,Curtis Rowe,78028.0,
97,1978-03-03,Celtics,,Jo Jo White,placed on IL,Jo Jo White,,
98,1978-03-03,Celtics,Tom Boswell,,activated from IL,Tom Boswell,76213.0,
99,1978-03-07,Braves,,Billy Knight,placed on IL,Billy Knight,77290.0,
100,1978-10-01,Cavaliers,,Elmore Smith,placed on IL with exploratory surgery on left knee (date approximate),Elmore Smith,78188.0,knee
101,1978-10-11,Kings,,Lucius Allen,placed on IL,Lucius Allen,76027.0,
102,1978-10-12,Blazers,,Bob Gross,placed on IL,Bob Gross,76895.0,
103,1978-10-12,Blazers,,Maurice Lucas,placed on IL,Maurice Lucas,77420.0,
104,1978-10-12,Bucks,,George Johnson (Lee),placed on IL,George Johnson (Lee),77147.0,
105,1978-10-12,Bulls,,Len Kosmalski,placed on IL,Len Kosmalski,77302.0,
106,1978-10-12,Bulls,,Tate Armstrong,placed on IL,Tate Armstrong,76059.0,
107,1978-10-12,Celtics,,Curtis Rowe,placed on IL,Curtis Rowe,78028.0,
108,1978-10-12,Clippers,,Jerome Whitehead,placed on IL,Jerome Whitehead,78516.0,
109,1978-10-12,Hawks,,Geoff Petrie,placed on IL,Geoff Petrie,77844.0,
110,1978-10-12,Hawks,,Mike Sojourner,placed on IL,Mike Sojourner,78217.0,
111,1978-10-12,Pistons,,John Shumate,placed on IL,John Shumate,78143.0,
112,1978-10-12,Warriors,,E.C. Coleman,placed on IL,E.C. Coleman,76413.0,
113,1978-10-12,Warriors,,Wesley Cox,placed on IL,Wesley Cox,76465.0,
114,1978-10-29,Knicks,John Rudd,,activated,John Rudd,78036.0,
115,1978-10-31,Cavailers,Bobby Smith (b) / Bingo Smith,,"""reactivated""",Bobby Smith (b) / Bingo Smith,78202.0,
116,1978-10-31,Cavaliers,,Clarence Walker / Foots Walker,placed on IL,Clarence Walker / Foots Walker,78436.0,
117,1978-11-01,Celtics,,Marvin Barnes,placed on IL,Marvin Barnes,76104.0,
118,1978-11-01,Celtics,Curtis Rowe,,activated from IL,Curtis Rowe,78028.0,
119,1978-11-14,Cavaliers,,Walt Frazier,placed on IL,Walt Frazier,76750.0,
120,1978-11-14,Cavaliers,Clarence Walker / Foots Walker,,activated from IL,Clarence Walker / Foots Walker,78436.0,
121,1978-12-15,Hawks,Charlie Criss,,activated from IL,Charlie Criss,76471.0,
122,1978-12-28,Pistons,John Shumate,,activated from IL,John Shumate,78143.0,
123,1979-01-13,Pistons,,Ben Poquette,placed on IL with sprained left foot,Ben Poquette,77873.0,foot
124,1979-01-13,Pistons,,John Shumate,placed on IL with blood clots in lungs,John Shumate,78143.0,respiratory
125,1979-01-14,Celtics,,Nate Archibald,placed on IL with flu,Nate Archibald,76054.0,
126,1979-01-23,Pistons,Ben Poquette,,"""reactivated""",Ben Poquette,77873.0,
127,1979-02-01,Kings,Lucius Allen,,activated from IL,Lucius Allen,76027.0,
128,1979-02-08,Blazers,,Dave Twardzik,placed on IL,Dave Twardzik,78387.0,
129,1979-02-12,76ers,,Doug Collins,placed on IL,Doug Collins,76421.0,
130,1979-02-15,Cavaliers,Elmore Smith,,activated from IL,Elmore Smith,78188.0,
131,1979-02-20,Knicks,,Marvin Webster,placed on IL,Marvin Webster,78481.0,
132,1979-02-23,Bulls,,Charles Dudley,placed on IL,Charles Dudley,76607.0,
133,1979-02-23,Bulls,Tate Armstrong,,activated from IL,Tate Armstrong,76059.0,
134,1979-02-26,Bullets,,Roger Phegley,placed on IL,Roger Phegley,77848.0,
135,1979-02-26,Bullets,Mitch Kupchak,,activated from IL,Mitch Kupchak,77324.0,
136,1979-03-01,Knicks,Marvin Webster,,activated from IL,Marvin Webster,78481.0,
137,1979-03-01,Sonics,,Wally Walker,placed on IL,Wally Walker,78442.0,
138,1979-04-01,Nuggets,,George McGinnis,placed on IL,George McGinnis,77532.0,
139,1979-04-01,Nuggets,Geoff Crompton,,activated from IL,Geoff Crompton,,
140,1979-10-08,Cavaliers,,Butch Lee,placed on IL,Butch Lee,77356.0,
141,1979-10-08,Cavaliers,,Elmore Smith,placed on IL,Elmore Smith,78188.0,
142,1979-10-10,Jazz,,Carl Kilpatrick,placed on IL with surgery on right knee,Carl Kilpatrick,77258.0,knee
143,1979-10-10,Spurs,,Sylvester Norris,placed on IL,Sylvester Norris,77732.0,
144,1979-10-10,Suns,,Bayard Forrest,placed on IL,Bayard Forrest,76739.0,
145,1979-10-11,76ers,,Clint Richardson,placed on IL,Clint Richardson,77950.0,
146,1979-10-11,Blazers,,Dave Twardzik,placed on IL,Dave Twardzik,78387.0,
147,1979-10-11,Blazers,,Maurice Lucas,placed on IL,Maurice Lucas,77420.0,
148,1979-10-11,Blazers,,Mychal Thompson,placed on IL with fractured left leg,Mychal Thompson,78331.0,leg
149,1979-10-11,Bullets,,Mitch Kupchak,placed on IL,Mitch Kupchak,77324.0,
150,1979-10-11,Bullets,,Steve Malovic,placed on IL,Steve Malovic,77450.0,
151,1979-10-11,Cavaliers,,Clarence Walker / Foots Walker,placed on IL,Clarence Walker / Foots Walker,78436.0,
152,1979-10-11,Knicks,,Earl Monroe,placed on IL with right hip inflammation,Earl Monroe,600006.0,hip
153,1979-10-11,Knicks,,Marvin Webster,placed on IL with right knee tendinitis,Marvin Webster,78481.0,knee
154,1979-10-11,Nets,,Bob Elliott,placed on IL,Bob Elliott,76656.0,
155,1979-10-11,Pacers,,John Kuester,placed on IL,John Kuester,77320.0,
156,1979-10-11,Pacers,,Len Elmore,placed on IL,Len Elmore,600010.0,
157,1979-10-11,Pistons,,Earl Evans,placed on IL with sprained right ankle,Earl Evans,76685.0,ankle
158,1979-10-11,Rockets,,Allen Leavell,placed on IL,Allen Leavell,77353.0,
159,1979-10-11,Rockets,,Paul Mokeski,placed on IL,Paul Mokeski,77623.0,
160,1979-10-11,Warriors,,Phil Smith,placed on IL,Phil Smith,78199.0,
161,1979-10-24,Nets,,Cliff Robinson,placed on IL,Cliff Robinson,,
162,1979-10-24,Nets,Bob Elliott,,activated from IL,Bob Elliott,76656.0,
163,1979-10-25,76ers,Clint Richardson,,activated from IL,Clint Richardson,77950.0,
164,1979-11-01,Pacers,Tony Zeno,,activated,Tony Zeno,78643.0,
165,1979-11-07,Blazers,Bob Gross,,activated from IL,Bob Gross,76895.0,
166,1979-11-11,Jazz,,Bernard King,placed on IL with sprained left ankle,Bernard King,77264.0,ankle
167,1979-11-16,Clippers,John Olive,,"""activated""",John Olive,77760.0,
168,1979-11-21,Kings,,Mike Green,placed on IL,Mike Green,76873.0,
169,1979-11-21,Kings,Tom Burleson,,activated from IL,Tom Burleson,76305.0,
170,1979-11-23,Bullets,Mitch Kupchak,,activated from IL,Mitch Kupchak,77324.0,
171,1979-11-28,Rockets,Mike Dunleavy (Sr.),,activated from IL,Mike Dunleavy (Sr.),2399.0,
172,1979-12-04,Clippers,Bill Walton,,activated,Bill Walton,78450.0,
173,1979-12-04,Pistons,,Greg Kelser,placed on IL,Greg Kelser,77239.0,
174,1979-12-04,Pistons,Terry Duerod,,activated,Terry Duerod,76608.0,
175,1979-12-05,Bullets,Kevin Grevey,,activated from IL,Kevin Grevey,76887.0,
176,1979-12-07,Rockets,,Tom Henderson,placed on IL,Tom Henderson,76996.0,
177,1979-12-07,Rockets,Rudy Tomjanovich,,activated,Rudy Tomjanovich,78350.0,
178,1979-12-15,Warriors,,Tom Abernethy,placed on IL,Tom Abernethy,76005.0,
179,1979-12-16,Jazz,Bernard King,,activated from IL,Bernard King,77264.0,
180,1979-12-21,Hawks,,Ron Lee,placed on IL,Ron Lee,77364.0,
181,1980-01-03,Jazz,Paul Dawkins,,activated,Paul Dawkins,76541.0,
182,1980-01-03,Warriors,Tom Abernethy,,activated from IL,Tom Abernethy,76005.0,
183,1980-01-18,Pistons,Greg Kelser,,activated from IL,Greg Kelser,77239.0,
184,1980-01-22,Cavaliers,,Michael Russell / Campy Russell,placed on IL with knee injury,Michael Russell / Campy Russell,78047.0,knee
185,1980-01-22,Cavaliers,Earl Tatum,,activated,Earl Tatum,78294.0,
186,1980-01-30,Clippers,,Steve Malovic,placed on IL,Steve Malovic,77450.0,
187,1980-02-22,Spurs,,Wiley Peck,placed on IL,Wiley Peck,77827.0,
188,1980-02-28,Nuggets,,David Thompson (O'Neil),placed on IL,David Thompson (O'Neil),78326.0,
189,1980-03-05,Knicks,,Sylvester Williams / Sly Williams,placed on IL,Sylvester Williams / Sly Williams,78570.0,
190,1980-03-05,Knicks,Geoff Huston,,"""activated""",Geoff Huston,77087.0,
191,1980-03-05,Pistons,,Bob McAdoo,placed on IL,Bob McAdoo,77498.0,
192,1980-03-05,Pistons,,Kent Benson,placed on IL,Kent Benson,76154.0,
193,1980-03-05,Pistons,Earl Evans,,activated from IL,Earl Evans,76685.0,
194,1980-03-14,Pistons,,Earl Evans,placed on IL,Earl Evans,76685.0,
195,1980-03-14,Pistons,Kent Benson,,activated from IL,Kent Benson,76154.0,
196,1980-03-22,Jazz,,Adrian Dantley,placed on IL,Adrian Dantley,76504.0,
197,1980-10-08,Clippers,,Bill Walton,placed on IL with foot inujry,Bill Walton,78450.0,foot
198,1980-10-08,Kings,,Mel Bennett,placed on IL,Mel Bennett,76151.0,
199,1980-10-08,Nuggets,,James Ray (b),placed on IL,James Ray (b),,
200,1980-10-08,Pistons,,Bob McAdoo,placed on IL,Bob McAdoo,77498.0,
201,1980-10-08,Suns,,Don Buse,placed on IL,Don Buse,76317.0,
202,1980-10-09,76ers,,Andrew Toney,placed on IL with sprained ankle,Andrew Toney,78351.0,ankle
203,1980-10-09,Blazers,,Dave Twardzik,placed on IL,Dave Twardzik,78387.0,
204,1980-10-09,Blazers,,Larry Steele,placed on IL,Larry Steele,78245.0,
205,1980-10-09,Bulls,,Ronnie Lester,placed on IL,Ronnie Lester,77373.0,
206,1980-10-09,Hawks,,Tom Burleson,placed on IL with fractured wrist,Tom Burleson,76305.0,wrist
207,1980-10-09,Hawks,,Wayne Rollins / Tree Rollins,placed on IL,Wayne Rollins / Tree Rollins,78014.0,
208,1980-10-09,Knicks,,Hollis Copeland,placed on IL with sprained left knee,Hollis Copeland,76447.0,knee
209,1980-10-09,Knicks,,Toby Knight,placed on IL with torn ACL in left knee,Toby Knight,77289.0,acl
210,1980-10-09,Lakers,,Myles Patrick,placed on IL,Myles Patrick,77808.0,
211,1980-10-09,Lakers,,Tony Jackson,placed on IL,Tony Jackson,77100.0,
212,1980-10-23,Bulls,Ronnie Lester,,activated from IL,Ronnie Lester,77373.0,
213,1980-11-03,Bulls,,Ronnie Lester,placed on IL,Ronnie Lester,77373.0,
214,1980-11-05,Lakers,,Clarence Carter / Butch Carter,placed on IL,Clarence Carter / Butch Carter,76355.0,
215,1980-11-05,Lakers,Tony Jackson,,activated from IL,Tony Jackson,77100.0,
216,1980-11-06,Bullets,,John Williamson,placed on IL,John Williamson,78575.0,
217,1980-11-07,Hawks,,Wayne Rollins / Tree Rollins,placed on IL,Wayne Rollins / Tree Rollins,78014.0,
218,1980-11-07,Hawks,Tom Burleson,,activated,Tom Burleson,76305.0,
219,1980-11-10,Jazz,,John Duren,placed on IL with surgery on right knee,John Duren,76619.0,knee
220,1980-11-17,Cavaliers,John Lambert,,"""activated""",John Lambert,77331.0,
221,1980-11-18,Cavaliers,John Lambert,,activated from IL,John Lambert,77331.0,
222,1980-11-21,76ers,,Doug Collins,placed on IL recovering from surgery on left knee,Doug Collins,76421.0,knee
223,1980-11-21,Nets,Maurice Lucas,,"""activated""",Maurice Lucas,77420.0,
224,1980-12-05,Celtics,,M.L. Carr,placed on IL,M.L. Carr,76351.0,
225,1980-12-05,Pistons,,John Long,placed on IL,John Long,1381.0,
226,1980-12-09,Rockets,,Calvin Garrett,placed on IL,Calvin Garrett,76786.0,
227,1980-12-09,Rockets,John Stroud,,activated from IL,John Stroud,78274.0,
228,1980-12-10,Nuggets,,James Ray (b),placed on IL,James Ray (b),,
229,1980-12-10,Nuggets,,John Roche,placed on IL,John Roche,78000.0,
230,1980-12-16,Bullets,,Bob Dandridge,placed on IL with unknown injury (date approximate),Bob Dandridge,76500.0,
231,1980-12-18,Pistons,,Greg Kelser,placed on IL,Greg Kelser,77239.0,
232,1980-12-18,Pistons,Bob McAdoo,,activated from IL,Bob McAdoo,77498.0,
233,1980-12-18,Sonics,Paul Westphal,,"""activated""",Paul Westphal,78500.0,
234,1980-12-21,Pistons,,John Long,placed on IL with knee injury,John Long,1381.0,knee
235,1980-12-29,Pistons,,Bob McAdoo,placed on IL,Bob McAdoo,77498.0,
236,1981-01-02,Mavericks,,Ralph Drollinger,placed on IL,Ralph Drollinger,76604.0,
237,1981-01-02,Pistons,John Long,,activated from IL,John Long,1381.0,
238,1981-01-15,Bullets,,Rick Mahorn,placed on IL,Rick Mahorn,328.0,
239,1981-01-15,Knicks,,Sylvester Williams / Sly Williams,placed on IL,Sylvester Williams / Sly Williams,78570.0,
240,1981-01-18,Jazz,,Rickey Green,placed on IL with sprained right wrist,Rickey Green,76874.0,wrist
241,1981-01-18,Jazz,John Duren,,activated from IL,John Duren,76619.0,
242,1981-01-26,Knicks,Sylvester Williams / Sly Williams,,activated from IL,Sylvester Williams / Sly Williams,78570.0,
243,1981-01-26,Pistons,,Kent Benson,placed on IL,Kent Benson,76154.0,
244,1981-01-28,Bullets,,Austin Carr,placed on IL,Austin Carr,76348.0,
245,1981-01-28,Bullets,Bob Dandridge,,activated from IL,Bob Dandridge,76500.0,
246,1981-02-06,Hawks,,James McElroy / Jim McElroy,placed on IL,James McElroy / Jim McElroy,77528.0,
247,1981-02-08,Spurs,,Kevin Restani,on IR (date approximate),Kevin Restani,77944.0,
248,1981-03-06,Bulls,,Scott May,placed on IL,Scott May,77490.0,
249,1981-03-06,Bulls,Ronnie Lester,,activated from IL,Ronnie Lester,77373.0,
250,1981-03-13,Nets,,Rory Sparrow,placed on IL,Rory Sparrow,600009.0,
251,1981-03-17,Nuggets,,Cedrick Hordges,placed on IL,Cedrick Hordges,77056.0,
252,1981-03-17,Nuggets,James Ray (b),,activated,James Ray (b),,
253,1981-11-10,Knicks,Bill Cartwright,,activated from IL,Bill Cartwright,76362.0,
254,1981-11-10,Nets,Albert King,,activated,Albert King,77263.0,
255,1981-11-16,Bucks,,Junior Bridgeman,placed on IL,Junior Bridgeman,76252.0,
256,1981-11-18,Hawks,John Drew,,activated from IL,John Drew,76598.0,
257,1981-11-25,Bucks,Junior Bridgeman,,activated from IL,Junior Bridgeman,76252.0,
258,1981-12-02,Jazz,,Howard Wood,placed on IL with left eye hemorrage,Howard Wood,78609.0,eye
259,1981-12-21,Blazers,Kevin Kunnert,,activated from IL,Kevin Kunnert,77323.0,
260,1981-12-26,Knicks,Toby Knight,,activated from IL,Toby Knight,77289.0,
261,1982-01-26,Blazers,Kevin Kunnert,,"""activated""",Kevin Kunnert,77323.0,
262,1982-02-07,Pistons,,Edgar Jones,placed on IL,Edgar Jones,77184.0,
263,1982-03-17,Bucks,,Junior Bridgeman,placed on IL,Junior Bridgeman,76252.0,
264,1982-03-31,Knicks,Toby Knight,,"""activated""",Toby Knight,77289.0,
265,1982-04-06,Sonics,,Mark Radford,placed on IL,Mark Radford,77896.0,
266,1982-04-06,Sonics,Phil Smith,,"""activated""",Phil Smith,78199.0,
267,1982-10-22,Nets,,Mike O'Koren,placed on IL with bruised buttocks,Mike O'Koren,77754.0,buttocks
268,1982-10-26,Mavericks,,Corny Thompson,placed on IL with bone chips in right elbow,Corny Thompson,78325.0,elbow
269,1982-10-28,Bucks,,Charlie Criss,placed on IL with bursitis in right hip,Charlie Criss,76471.0,hip
270,1982-10-28,Bullets,,Kevin Grevey,placed on IL with pulled abdominal muscle,Kevin Grevey,76887.0,abdomen
271,1982-10-28,Cavaliers,,James Silas,placed on IL,James Silas,78150.0,
272,1982-10-28,Cavaliers,,Richard Washington,placed on IL,Richard Washington,78468.0,
273,1982-10-28,Knicks,,Michael Russell / Campy Russell,placed on IL with recovering from surgery on right knee to repair torn ACL in right knee,Michael Russell / Campy Russell,78047.0,acl
274,1982-10-28,Knicks,,Toby Knight,placed on IL with knee injury,Toby Knight,77289.0,knee
275,1982-10-28,Pistons,,Tom Owens,placed on IL with broken right thumb,Tom Owens,77786.0,finger
276,1982-10-28,Suns,,Craig Dykema,placed on IL with fractured left arm,Craig Dykema,76625.0,arm
277,1982-10-28,Warriors,,Derek Smith,placed on IL,Derek Smith,78183.0,
278,1982-10-28,Warriors,,Jeff Jones,placed on IL,Jeff Jones,,
279,1982-10-28,Warriors,,Mike Gale,placed on IL,Mike Gale,76771.0,
280,1982-10-29,Clippers,,Robert Smith (Leroy),placed on IL,Robert Smith (Leroy),78204.0,
281,1982-10-29,Clippers,,Swen Nater,placed on IL,Swen Nater,77689.0,
282,1982-10-29,Lakers,,Clay Johnson,placed on IL,Clay Johnson,77135.0,
283,1982-11-08,Lakers,Clay Johnson,,activated from IL,Clay Johnson,77135.0,
284,1982-11-10,Bucks,,Harvey Catchings,placed on IL with bruised kneecap,Harvey Catchings,76365.0,knee
285,1982-11-10,Bucks,Charlie Criss,,activated from IL,Charlie Criss,76471.0,
286,1982-11-10,Warriors,,Joe Hassett,placed on IL with broken forearm,Joe Hassett,,arm
287,1982-11-10,Warriors,Derek Smith,,activated from IL,Derek Smith,78183.0,
288,1982-11-24,Pistons,Tom Owens,,activated from IL,Tom Owens,77786.0,
289,1982-11-26,Pistons,,Kelly Tripucka,placed on IL with knee injury,Kelly Tripucka,78369.0,knee
290,1982-11-28,Pistons,,Kent Benson,placed on IL with strained ligaments in left knee,Kent Benson,76154.0,knee
291,1982-12-10,Bucks,,Steve Mix,placed on IL with sprained right ankle,Steve Mix,77618.0,ankle
292,1982-12-20,Pistons,Kent Benson,,activated from IL,Kent Benson,76154.0,
293,1982-12-21,Hawks,Tom McMillen,,activated from IL (date approximate),Tom McMillen,77553.0,
294,1982-12-26,Bucks,,Brian Winters,placed on IL with strained hamstring,Brian Winters,78600.0,hamstring
295,1982-12-27,Mavericks,Corny Thompson,,activated from IL,Corny Thompson,78325.0,
296,1982-12-29,Nuggets,,Rich Kelley,placed on IL,Rich Kelley,77235.0,
297,1983-01-06,Bucks,Steve Mix,,activated from IL,Steve Mix,77618.0,
